Translator,Field Name,KV NL Value,KV BEFR Value,Lengte KVNL,Lengte KV BEFR,Length difference,Untranslated?,Question to developer,Feedback/suggestion to translator,iOS Field Name,iOS Value,
Ans,activity__home_page__best__sellers_product_discount_economy,Voordeel,Avantage,8,8,100%,FALSE,,,,,
Ans,activity__home_page__you_may_also_like,Anderen kochten ook,Vous aimerez aussi,19,18,95%,FALSE,,,,,
Ans,activity__home_page__support_email__subject,Geef mij ondersteuning,Aidez-moi,22,9,41%,FALSE,,,,,
Ans,activity__home_page__support_email__text,Beschrijf je probleem,Décrivez votre problème,21,23,110%,FALSE,,,,,
Ans,activity__home_page__support_email__chooser_title,Stuur mail,Envoyer e-mail,10,14,140%,FALSE,,,,,
Ans,activity__home_page__shufersal_promo_item_x_discount,%1$d kortingsprijs,%1$d prix réduit,18,16,89%,FALSE,,,,,
Ans,activity__home_page__club_membership_attach_card,JOUW KAART,VOTRE CARTE,10,11,110%,FALSE,,,,,
Ans,activity__home_page__contact_whatsapp,ONBESCHIKBAAR,INDISPONIBLE,13,12,92%,FALSE,,,,,
Ans,activity__input_form__cancel,Annuleer,Annuler,8,7,88%,FALSE,,,,,
Ans,activity__input_form__positive_button__=,Ok,OK,2,2,100%,FALSE,,,,,
Ans,activity__input_form__positive_button__continue,Ga door,Continuer,7,9,129%,FALSE,,,ContinueButtonText,Ga door,
Ans,activity__share_cart__cancel,Annuleer,Annuler,8,7,88%,FALSE,,,,,
Ans,activity__share_cart__positive_button,Ok,OK,2,2,100%,FALSE,,,ShareButton,Ok,
Ans,activity__share_cart__hint_search,Zoeken...,Recherche en cours,9,18,200%,FALSE,,,,,
Ans,activity__share_cart__query_search_hint,Zoeken...,Recherche en cours,9,18,200%,FALSE,,,,,
Ans,activity__stores__view_share_contact_search_hint,Zoeken...,Recherche en cours,9,18,200%,FALSE,,,,,
Ans,activity__stores__clearable_edit_text_hint_search,ZOEK...,CHERCHER...,7,11,157%,FALSE,,,Shelf,ZOEK...,
Ans,activity__stores__list__hint_search,Zoeken...,Recherche en cours,9,18,200%,FALSE,,,,,
Ans,activity__stores__list__title_our_shops,Onze winkels,Nos magasins,12,12,100%,FALSE,,,,,
Ans,activity__login__button,Log in,Connexion,6,9,150%,FALSE,,,,,
Ans,activity__login__continue_button,GA DOOR,CONTINUER,7,9,129%,FALSE,,,ContinueButtonText,GA DOOR,
Ans,activity__login__superup_start_text,Het is heel makkelijk,C'est très facile,21,17,81%,FALSE,,,,,
Ans,activity__login__enter__mobile_number,Vul mobiel nummer in,Saisissez votre numéro mobile,20,29,145%,FALSE,,,,,
Ans,activity__login__enter__code,Vul code in,Saisissez le code,11,17,155%,FALSE,,,,,
Ans,activity__login__number__invalid,Telefoonnummer in niet juist of volledig. Probeer opnieuw,Le numéro de téléphone est incorrect ou incomplet. Veuillez réessayer,57,69,121%,FALSE,,,,,
Ans,activity__login__number__not_recognized,Voer zelf je telefoonnummer in,Saisissez vous-même votre numéro de téléphone,30,45,150%,FALSE,,,,,
Ans,activity__login__requires_number_permission,Geef toestemming om je telefoonnummer automatisch in te vullen,Autorisez le remplissage automatique de votre numéro de téléphone,62,65,105%,FALSE,,,,,
Ans,activity__login__tap_to_auto_detect,<u>Tik hier</u> om je nummer automatisch op te zoeken,<u>Tapez ici</u> pour automatiquement chercher votre numero,53,59,111%,FALSE,,,,,
Ans,activity__login__sim_not_detected,SIM-kaart kan niet worden gedetecteerd,Impossible de détecter la carte SIM,38,35,92%,FALSE,,,,,
Ans,activity__login__invalid__code,Controleer de code,Veuillez vérifier le code,18,25,139%,FALSE,,,,,
Ans,activity__login__invalid__number,Controleer het telefoonnummer,Veuillez vérifier le numéro de téléphone,29,40,138%,FALSE,,,,,
Ans,activity__login__licenses_agreement__=,Als je doorgaat bevestig je dat je op de hoogte bent van en akkoord gaat met ons %3$s en onze %1$s,"En poursuivant, vous déclarez connaître et approuver notre %3$s et nos %1$s",98,75,77%,FALSE,,,,,
Ans,activity__login__licenses_agreement__eula,Algemene Voorwaarden,Conditions Générales,20,20,100%,FALSE,,,,,
Ans,activity__login__licenses_agreement__privacy_policy,Privacybeleid,Politique de confidentialité,13,28,215%,FALSE,,,,,
Ans,activity__login__licenses_agreement__terms_conditions,Licentieovereenkomst eindgebruiker (EULA),Contrat de licence d'utilisateur final (CLUF/EULA),41,50,122%,FALSE,,,FourthPage,Licentieovereenkomst eindgebruiker (EULA),
Ans,activity__login__code_confirmation,Voer de 4-cijferige code in die we per sms hebben verstuurd,Veuillez saisir le code à 4 chiffres que nous avons envoyé par SMS,59,66,112%,FALSE,,,,,
Ans,activity__login__country_code_picker_select_country_hint,Selecteer land,Sélectionner le pays,14,20,143%,FALSE,,,,,
Ans,activity__login__not_correct_number,Controleer het nummer en probeer opnieuw,Veuillez vérifier le numéro et veuillez réessayer,40,49,123%,FALSE,,,WrongNumberButtonText,Controleer het nummer,
Ans,activity__splash__error__logout,Uitloggen,Déconnexion,9,11,122%,FALSE,,,,,
Ans,activity__splash__error__message,"Sorry, er ging iets fout","Désolés, une erreur est survenue.",24,33,138%,FALSE,,,,,
Ans,activity__splash__back_button,Terug,Retour,5,6,120%,FALSE,,,NewMapVCBackButtonTitle,Terug,
Ans,activity__splash__try_again_button,Probeer opnieuw,Veuillez réessayer,15,18,120%,FALSE,,,,,
Ans,activity__splash__no_platform_access,Neem contact op met Royal App admin om je toegang te verlenen tot relevante retailers,Veuillez contacter l'admin Royal App pour vous donner l'accès aux détaillants pertinents,85,88,104%,FALSE,,,,,
Ans,activity__splash__platform_config_failure_message,"Oeps, er ging iets mis. Probeer opnieuw","Oups, une erreur est survenue. Veuillez réessayer",39,49,126%,FALSE,,,,,
Ans,activity__splash__failure_message,"Sorry, er ging iets fout","Désolés, une erreur est survenue.",24,33,138%,FALSE,,,,,
Ans,activity__address_hint_search,Zoek,Rechercher,4,10,250%,FALSE,,,GMSAutocompleteView,Zoek,
Ans,activity__user_profile_tittle,JOUW PROFIEL,VOTRE PROFIL,12,12,100%,FALSE,,,NavigationTitle,JOUW PROFIEL,
Ans,activity__settings_title,Instellingen,Paramètres,12,10,83%,FALSE,,,,,
Ans,activity__cogo_splash_screen_error,"Sorry, er ging iets fout","Désolés, une erreur est survenue.",24,33,138%,FALSE,,,,,
Ans,activity__loading_try_again_button,Probeer opnieuw,Veuillez réessayer,15,18,120%,FALSE,,,,,
Ans,activity__platforms_no_access,Neem contact op met Royal App admin om je toegang te verlenen tot relevante retailers,Veuillez contacter l'admin Royal App pour vous donner l'accès aux détaillants pertinents,85,88,104%,FALSE,,,,,
Ans,activity__price_kruidvat_prefix_from,van,de,3,2,67%,FALSE,,,,,
Ans,activity__nfc__instructions,"Verplaats de kaart niet, probeer het opnieuw","Ne déplacez pas la carte, veuillez réessayer",44,44,100%,FALSE,,,,,
Ans,activity__nfc__scan__progress_bar_title,Scannen....,Lecture en cours,11,16,145%,FALSE,,,,,
Ans,activity__nfc__scan__failed_progress_bar_title,Verwijder of verplaats de kaart niet tijdens het lezen,Ne retirez ou déplacez pas la carte pendant la lecture,54,54,100%,FALSE,,,,,
Ans,activity__nfc__scan__fail__do_not_move_card,"Verplaats de kaart niet, probeer het opnieuw!","Ne déplacez pas la carte, veuillez réessayer",45,44,98%,FALSE,,,,,
Ans,activity__nfc__scan__fail__unknown_emv,Bekende EMV-kaart,Carte EMV connue???,17,19,112%,FALSE,Dutch says 'known' instead of 'unknown',,,,
Ans,activity__nfc__scan__nfc_locked,NFC is vergrendeld op deze kaart.,Le NFC est verrouillé sur cette carte.,33,38,115%,FALSE,,verouillée > verouillé,,,
Ans,activity__credit_card_nfc_turn_on__title,NFC is uitgeschakeld.,Le NFC est désactivé.,21,21,100%,FALSE,,,,,
Ans,activity__credit_card_nfc_turn_on__message,We hebben NFC nodig om te scannen. Nu aanzetten?,Nous avons besoin du NFC pour pouvoir scanner. Activer maintenant ?,48,67,140%,FALSE,,,,,
Ans,activity__credit_card_nfc_turn_on__dialog__positive_response,Inschakelen,Activer,11,7,64%,FALSE,,,,,
Ans,activity__credit_card_nfc_turn_on__dialog__negative_response,Annuleer,Annuler,8,7,88%,FALSE,,,,,
Ans,activity__beacon__camera_permission_not_granted,Om te scannen hebben we je camera nodig. Klik om toestemming te geven.,Nous avons besoin de votre caméra pour pouvoir scanner. Tapez pour autoriser.,70,77,110%,FALSE,Why click? It's a touch screen. Perhaps it would be good to check all 'klik' in the Dutch text.,Cliquez > Tapez,,,
Ans,activity__beacon__distance_meters,%1$.4f meter,%1$.4f mètre(s),12,15,125%,FALSE,,,,,
Ans,activity__beacon__tap_to__scan,Tik op scannen,Tapez « scanner »,14,17,121%,FALSE,,,,,
Ans,activity__beacon__tap_to__rescan_button,Tik nogmaals op om te scannen,Tapez à nouveau pour scanner,29,28,97%,FALSE,,,,,
Ans,activity__beacon__scanned_beacons,Gescande beacons,Beacons scannés,16,15,94%,FALSE,What are beacons ? ,,,,
Ans,activity__beacon__none_found,"Beacon niet gevonden, probeer opnieuw","Aucun beacon trouvé, veuillez réessayer",37,39,105%,FALSE,What are beacons ? ,,,,
Ans,activity__beacon__add__beacon__id,Beacon ID,Beacon ID,9,9,100%,TRUE,What are beacons ? ,N/A (yet) for the App,,,
Ans,activity__beacon__add__beacon__distance,Afstand tot Beacon,Distance jusqu'au Beacon,18,24,133%,FALSE,What are beacons ? ,,,,
Ans,activity__beacon__add__promo_text,Acties,Promos,6,6,100%,FALSE,,,,,
Ans,activity__beacon__add__save_title,Beacon opslaan,Sauvegarder beacon,14,18,129%,FALSE,What are beacons ? ,,,,
Ans,activity__beacon__product_barcode_hint,Barcode Product ,Code-barres produit,16,19,119%,FALSE,,,,,
Ans,activity__on_boarding__cogo_title__go_shopping,Nu winkelen,Faire vos achats,11,16,145%,FALSE,,,,,
Ans,activity__on_boarding__cogo_title__smart_shelf,Kijk hier om je persoonlijke deals te ontdekken,Découvrez ici vos offres personnelles,47,37,79%,FALSE,,,,,
Ans,activity__on_boarding__go_shopping,Nu winkelen,Faire vos achats,11,16,145%,FALSE,,,,,
Ans,activity__on_boarding__title_go_shopping,Begin maar,Commencer,10,9,90%,FALSE,,,Onboarding,BEGIN MAAR,
Ans,activity__tutorial_showcase__|,categories,categories,10,10,100%,TRUE,,,,,
Ans,,camera,camera,6,6,100%,TRUE,,,,,
Ans,,content,content,7,7,100%,TRUE,,,,,
Ans,,multishelf,multishelf,10,10,100%,TRUE,,,,,
Ans,,user_profile,user_profile,12,12,100%,TRUE,,,,,
Ans,,voice_search,voice_search,12,12,100%,TRUE,,,,,
Ans,activity__tutorial_showcase__|__primary,Productcategorieën,Catégories,18,10,56%,FALSE,,,,,
Ans,,Scan barcode,Scanner code-barres,12,19,158%,FALSE,,,,,
Ans,,Speciale inhoud,Contenu spécial,15,15,100%,FALSE,,,,,
Ans,,Multi plan/categorie,Multi plan/categorie,20,20,100%,TRUE,,,,,
Ans,,Jouw profiel,Votre profil,12,12,100%,FALSE,,,,,
Ans,,Spraak zoek,Recherche vocale,11,16,145%,FALSE,Spraak zoek is a strange Dutch sentence. Like 'language is lost'. Zoek spraak? Zoek spraakherkenning? Gesproken zoekopdracht?,Recherche langue > vocale (zie 439),,,
Ans,activity__tutorial_showcase__|__secondary,Klik hier om producten per categorie te selecteren,Tapez ici pour sélectionner les produits par catégorie,50,54,108%,FALSE,,,,,
Ans,,Klik hier om te zoeken met barcode,Tapez ici pour rechercher sur le code-barres,34,44,129%,FALSE,,,,,
Ans,,Klik hier om producten met speciale inhoud te zien,Tapez ici pour visualiser les produits aux contenus spéciaux,50,60,120%,FALSE,,,,,
Ans,,Klik hier om meer producten uit deze categorie te zien,Tapez ici pour visualiser plus de la même catégorie,54,51,94%,FALSE,,,,,
Ans,,"Klik hier om afleveradres, betaalgegevens enz. in te stellen","Tapez ici pour saisir l'adresse de livraison, les données de paiement etc.",60,74,123%,FALSE,,,,,
Ans,,Klik op microfoon en zeg de naam van het product,Tapez sur le microphone et dites le nom du produit,48,50,104%,FALSE,,,,,
Ans,activity__tutorial_showcase__|__title,,,0,0,#DIV/0!,TRUE,,,,,
Ans,,Klik hier om meer producten uit deze categorie te zien,Tapez ici pour visualiser plus de la même catégorie,54,51,94%,FALSE,,,,,
Ans,,Klik op microfoon en zeg een naam van het product,Tapez sur le microphone et dites le nom du produit,49,50,102%,FALSE,,,,,
Ans,activity__tutorial_showcase__add_product_title,Sleep product naar winkelmand,Déplacer le produit vers le panier,29,34,117%,FALSE,,,,,
Ans,activity__tutorial_showcase__swipe_left_title,Scroll in categorie,Chercher dans la catégorie,19,26,137%,FALSE,,,,,
Ans,activity__platform_notification_database_update_prompt__title,Nieuwe versie is beschikbaar,Nouvelle version disponible,28,27,96%,FALSE,,,,,
Ans,activity__platform_notification_database_update_prompt__text,Klik hier om nieuwe versie te gebruiken.,Cliquez ici pour utiliser la nouvelle version.,40,46,115%,FALSE,,,,,
Ans,activity__start_page__title__homepage,Home,Accueil,4,7,175%,FALSE,,,,,
Ans,activity__start_page__title__shop,Winkelen,Faire vos achats,8,16,200%,FALSE,,,,,
Ans,activity__start_page__title__store_locator,Zoek winkel,Chercher un magasin,11,19,173%,FALSE,,,,,
Ans,activity__start_page__title__loyality,Jouw extra voordeelkaart,Votre carte maxi avantages,24,26,108%,FALSE,,,,,
Ans,activity__start_page__title__folder,Map,Fichier,3,7,233%,FALSE,,,,,
Ans,activity__start_page__title__content,Inhoud,Contenu,6,7,117%,FALSE,,,,,
Ans,activity__start_page__title__customer_service,Klantenservice,Service Client,14,14,100%,FALSE,,,,,
Ans,activity__start_page__title__my_profile,Jouw profiel,Votre profil,12,12,100%,FALSE,,,,,
Ans,activity__start_page__label__write_us,Mail ons,Nous envoyer un mail,8,20,250%,FALSE,,,,,
Ans,activity__start_page__label__call_us,Bel ons,Nous appeler,7,12,171%,FALSE,,,,,
Ans,activity__start_page__label__chat_with_us,Chat met ons,Chatter avec nous,12,17,142%,FALSE,,,,,
Ans,activity__article__continue_shopping,Verder winkelen,Poursuivre vos achats,15,21,140%,FALSE,,,,,
Ans,activity__article__promo_text,How to Get Naturally Plumper Lips,How to Get Naturally Plumper Lips,33,33,100%,TRUE,,,,,
Ans,activity__homepage__open_store_loator,WINKEL ZOEKEN,CHERCHER UN MAGASIN,13,19,146%,FALSE,,,OpenStoreLocator,WINKEL ZOEKEN,
Ans,activity__homepage__label__write_us,Schrijf ons,Nous écrire,11,11,100%,FALSE,,,,,
Ans,activity__homepage__label__call_us,Bel ons,Nous appeler,7,12,171%,FALSE,,,,,
Ans,activity__homepage__label__chat_with_us,Chat met ons,Chatter avec nous,12,17,142%,FALSE,,,,,
Ans,activity__homepage__blur_card_content__title,Titel,Titre,5,5,100%,FALSE,,,,,
Ans,activity__homepage__blur_card_content__description,Voorbeeld,Exemple,9,7,78%,FALSE,,,ForExampleText,VOORBEELD,
Ans,activity__homepage__shelf_new_items_title,Nieuw in ons aanbod!,Nouveauté !,20,11,55%,FALSE,,,,,
Ans,activity__homepage__instagram_shop_now,Winkel nu,Faire vos achats,9,16,178%,FALSE,,,,,
Ans,activity__homepage__promo_item_add_to_cart,Aan winkelmand toevoegen,Ajouter au panier d'achats,24,26,108%,FALSE,,,,,
Ans,activity__homepage__store_location_fetching_text,Vind de dichtstbijzijnde winkel....,Trouver un magasin à proximité,35,30,86%,FALSE,,,,,
Ans,activity__homepage__nearest_store_location_tap_to_grant_permission,Tik op om toestemming te verlenen,Tapez pour autoriser,33,20,61%,FALSE,,,,,
Ans,activity__homepage__footer_shelf_is_loading,Bezig met laden,Chargement en cours,15,19,127%,FALSE,,,LoadingTitle,BEZIG MET LADEN,
Ans,activity__homepage__go_shopping,Klik hier om te winkelen,Tapez ici pour faire vos achats,24,31,129%,FALSE,,,ShoppingViewTitle,Klik hier om te winkelen,
Ans,activity__homepage__daily_deals_section__title,Jouw Aanbieding,Votre offre,15,11,73%,FALSE,,,,,
Ans,activity__homepage__daily_deals_section__not_registered,Registreer je om jouw dagdeals te ontvangen,Enregistrez-vous pour recevoir vos promos du jour,43,49,114%,FALSE,,,,,
Ans,activity__main_map_shops_title,Onze winkels,Nos magasins,12,12,100%,FALSE,,,,,
Ans,activity__onboarding_screens_skip,<u>Overslaan</u>,<u>Sauter</u>,16,13,81%,FALSE,,,SkipButtonText,Overslaan,
Victoria,activity__promotion_continue_shopping,Verder winkelen,Poursuivre vos achats,15,21,140%,FALSE,,,,,
Victoria,activity__warning_loading_cannot_start_shelf,"Even geduld, we halen nog meer mooie acties op","Veuillez patienter, nous cherchons encore plus de promos pour vous",46,66,143%,FALSE,,,,,
Victoria,activity__superup__new_version_available_title,Update beschikbaar,Mise à jour disponible,18,22,122%,FALSE,,,MandatoryUpdate,"Update 
 beschikbaar",
Victoria,activity__superup__go_to_store,nu downloaden,Télécharger,13,11,85%,FALSE,,,ButtonTitle,Nu downloaden,
Victoria,purchase__activity__order_screen_title_order_details,Orderoverzicht,Aperçu des commandes,14,20,143%,FALSE,,,HeaderLabel,ORDEROVERZICHT,
Victoria,purchase__activity__checkout_summary,Orderoverzicht,Aperçu des commandes,14,20,143%,FALSE,,,NavigationBarTitle,Orderoverzicht,
Victoria,purchase__activity__scan__gift_card,Scan cadeaukaart,Scanner une carte cadeau,16,24,150%,FALSE,,,AddGiftCard,Scan cadeaukaart,
Victoria,purchase__activity__scan__membership_card,Scan Voordeelkaart,Scanner Votre carte,18,19,106%,FALSE,,,BottomPanel,Scan Voordeelkaart,
Victoria,purchase__activity__use_gift_card__title,Gebruik een cadeaukaart,Utiliser une carte cadeau,23,25,109%,FALSE,,,AddGiftCardHeader,Gebruik een cadeaukaart,
Victoria,purchase__activity__use_gift_card__hint,Vul cadeaukaart nummer,Saisissez le numéro de la carte cadeau,22,38,173%,FALSE,,,,,
Victoria,purchase__activity__attach_membership__card_title,Jouw Extra Voordeelkaart,Votre Carte Maxi Avantages,24,26,108%,FALSE,,,Membership,Jouw extra voordeelkaart,
Victoria,purchase__activity__attach_membership__hint,Vul het 13-cijferig kaartnummer in,Saisissez le numéro à 13 chiffres de la carte,34,45,132%,FALSE,,,,,
Victoria,purchase__section_title__items,PRODUCTEN IN WINKELMAND,PRODUIT(S) DANS LE PANIER,23,25,109%,FALSE,,D'ACHATS weg ivm lengte? akkoord,ItemsInCartHeader,PRODUCTEN IN WINKELMAND,
Victoria,purchase__section_title__items_unavailable,AANDACHT VEREIST,ATTENTION,16,9,56%,FALSE,,REQUISE weg? akkoord,ProblematicHeader,AANDACHT VEREIST,
Victoria,purchase__section_title__shipping_details,DETAILS BESTELLING,DETAILS COMMANDE,18,16,89%,FALSE,,,ShippingDetailsHeader,DETAILS BESTELLING,
Victoria,purchase__intent__address,Bezorgadres,Adresse de livraison,11,20,182%,FALSE,,,,,
Victoria,purchase__intent__start,Starttijd,Moment de départ,9,16,178%,FALSE,what is this the start of ?,Moment de départ???,,,
Victoria,purchase__intent__end,Bezorgtijd,Moment de livraison,10,19,190%,FALSE,,Moment de livraison???,,,
Victoria,purchase__digital_product_subtitle,Dit product wordt verzonden naar jouw e-mailadres,Ce produit sera envoyé à votre adresse e-mail,49,45,92%,FALSE,,,DigitalBlockLabelText,Dit product wordt verzonden naar jouw e-mailadres,
Victoria,add_reminder_to_calendar,Op je kalender zetten?,Ajouter à votre calendrier ?,22,28,127%,FALSE,,vraagteken,,,
Victoria,how_was_your_shopping_experience,Vertel ons hoe je het shoppen bij ons vond,Faites-nous savoir comment a été votre expérience de shopping,42,61,145%,FALSE,,"était -> a été (heeft plaatsgevonden in verleden, gaat niet door in het heden)",,,
Victoria,your_session_is_expired_n_in_order_to_continue_please_relogin,Je sessie is verlopen.Log opnieuw in om verder te gaan.,Votre session a expiré. Reconnectez-vous pour continuer.,55,56,102%,FALSE,,Connectez-vous à nouveau -> Reconnectez-vous,Relogin,Je sessie is verlopen,
Victoria,kruidvat__profile__set_account_password,Vul jouw wachtwoord in,Saisissez votre mot de passe,22,28,127%,FALSE,,punt weg,,,
Victoria,kruidvat__profile__reset__link,Er is een e-mail verstuurd met instructie en link\nom een nieuw wachtwoord aan te maken.,Un e-mail a été envoyé contenant des instructions et un lien\npour choisir un nouveau mot de passe,88,98,111%,FALSE,,,,,
Victoria,kruidvat__profile__reset__password,Wachtwoord vergeten?,J'ai oublié mon mot de passe,20,28,140%,FALSE,,,ResetPassword,Wachtwoord vergeten?,
Victoria,kruidvat__password_strength__poor,Niet sterk,Faible,10,6,60%,FALSE,,,PasswordStrength3,Niet sterk,
Victoria,kruidvat__password_strength__weak,Matig,Moyen,5,5,100%,FALSE,,,PasswordStrength2,Matig,
Victoria,kruidvat__password_strength__strong,Sterk,Fort,5,4,80%,FALSE,,,PasswordStrength4,Sterk,
Victoria,kruidvat__products_information_page__medical_warning_text,Dit is een geneesmiddel! Geneesmiddelen worden niet verkocht aan personen onder 16 jaar. Ook geldt er een maximum bestelhoeveelheid van 3 stuks per product.,"Ceci est un médicament ! Les médicaments ne sont pas vendus aux personnes de moins de 16 ans. De plus, il y a un commande maximale de 3 pièces par produit.",156,155,99%,FALSE,,,ThisIsMedicine,Dit is een geneesmiddel! Geneesmiddelen worden niet verkocht aan personen onder 16 jaar. Ook geldt er een maximum bestelhoeveelheid van 3 stuks per product.,
Victoria,kruidvat__products_information_page__titles__igcShortDescription,Omschrijving,Description,12,11,92%,FALSE,,,Description,Omschrijving,
Victoria,kruidvat__products_information_page__titles__Amount,aantal,nombre,6,6,100%,FALSE,,,Amount,aantal,
Victoria,kruidvat__products_information_page__titles__name,H1 Merk en omschrijving:,H1 Merk en omschrijving:,24,24,100%,TRUE,,,name,H1 Merk en omschrijving:,
Victoria,kruidvat__products_information_page__titles__code,CE nr:,CE nr:,6,6,100%,TRUE,,,code,CE nr:,
Victoria,kruidvat__products_information_page__titles__baseProduct,Base product,Base product,12,12,100%,TRUE,,,baseProduct,Base product,
Victoria,kruidvat__products_information_page__titles__onlineDate,Online date,Online date,11,11,100%,TRUE,,,onlineDate,Online date,
Victoria,kruidvat__products_information_page__titles__offlineDate,Offline date,Offline date,12,12,100%,TRUE,,,offlineDate,Offline date,
Victoria,kruidvat__products_information_page__titles__colorCode,Color description,Color description,17,17,100%,TRUE,,,colorCode,Color description,
Victoria,kruidvat__products_information_page__titles__colorGroup,Color group,Color group,11,11,100%,TRUE,,,colorGroup,Color group,
Victoria,kruidvat__products_information_page__titles__promotionLabel,Promotion label,Promotion label,15,15,100%,TRUE,,,promotionLabel,Promotion label,
Victoria,kruidvat__products_information_page__titles__maxOrderQuantity,Max bestelaantal,Max bestelaantal,16,16,100%,TRUE,,,maxOrderQuantity,max bestelaantal,
Victoria,kruidvat__products_information_page__titles__kvAvarageOverallRating,kvAvarageOverallRating,kvAvarageOverallRating,22,22,100%,TRUE,,,kvAvarageOverallRating,kvAvarageOverallRating,
Victoria,kruidvat__products_information_page__titles__kvTotalReviewCount,kvTotalReviewCount,kvTotalReviewCount,18,18,100%,TRUE,,,kvTotalReviewCount,kvTotalReviewCount,
Victoria,kruidvat__products_information_page__titles__kvRecommendedCount,kvRecommendedCount,kvRecommendedCount,18,18,100%,TRUE,,,kvRecommendedCount,kvRecommendedCount,
Victoria,kruidvat__products_information_page__titles__kvNutritionalClaim,Voedingswaardeclaim:,Informations nutritionnelles :,20,30,150%,FALSE,,,kvNutritionalClaim,Voedingswaardeclaim:,
Victoria,kruidvat__products_information_page__titles__kvHealthClaim,Gezondheidsclaim:,Informations sanitaires :,17,25,147%,FALSE,,,kvHealthClaim,Gezondheidsclaim:,
Victoria,kruidvat__products_information_page__titles__kvServingSize,Referentieportiegrootte:,Taille de la portion de référence :,24,35,146%,FALSE,,,kvServingSize,Referentieportiegrootte:,
Victoria,kruidvat__products_information_page__titles__kvNutrientTypeCode,Code nutrientype:,Code du type de nutriment :,17,27,159%,FALSE,NL,,kvNutrientTypeCode,Code nutrientype:,
Victoria,kruidvat__products_information_page__titles__KvDailyValueIntakeReference,Referentie-inname:,Apport de référence :,18,21,117%,FALSE,,,KvDailyValueIntakeReference,Referentie-inname:,
Victoria,kruidvat__products_information_page__titles__kvNumberOfServingsPerPackage,Aantal porties per verpakking:,Nombre de portions par emballage :,30,34,113%,FALSE,,,kvNumberOfServingsPerPackage,Aantal porties per verpakking:,
Victoria,kruidvat__products_information_page__titles__kvHouseholdServingSize,Huishoudelijke maateenheid:,Taille d'une portion standard :,27,31,115%,FALSE,,,kvHouseholdServingSize,Huishoudelijke maateenheid:,
Victoria,kruidvat__products_information_page__titles__kvRegulatedProductName,Wettelijke benaming:,Dénomination légale :,20,21,105%,FALSE,,,kvRegulatedProductName,Wettelijke benaming:,
Victoria,kruidvat__products_information_page__titles__kvAllergenTypeCode,Type allergeen:,Type d'allergène :,15,18,120%,FALSE,,,kvAllergenTypeCode,Type allergeen:,
Victoria,kruidvat__products_information_page__titles__kvCompulsoryAdditivesLabelInformation,Verplichte algemene vermelding:,Informations générales obligatoires :,31,37,119%,FALSE,,,kvCompulsoryAdditivesLabelInformation,Verplichte algemene vermelding:,
Victoria,kruidvat__products_information_page__titles__kvTargetConsumerAge,Leeftijdsbeperkingen (vanaf/tot):,Limites d'âge (de / à) :,33,24,73%,FALSE,,,kvTargetConsumerAge,Leeftijdsbeperkingen (vanaf/tot):,
Victoria,kruidvat__products_information_page__titles__kvDosageRestrictionLimits,Doseringrestrictie:,Restrictions à la posologie :,19,29,153%,FALSE,,,kvDosageRestrictionLimits,Doseringrestrictie:,
Victoria,kruidvat__products_information_page__titles__kvDrugSideEffectsAndWarnings,Gebruiksbeperkingen:,Restrictions à l'utilisation :,20,30,150%,FALSE,,,kvDrugSideEffectsAndWarnings,Gebruiksbeperkingen:,
Victoria,kruidvat__products_information_page__titles__kvDrugComposition,Samenstelling:,Composition :,14,13,93%,FALSE,,,kvDrugComposition,Samenstelling:,
Victoria,kruidvat__products_information_page__titles__kvDrugTypeFile,Type Bestand:,Type de fichier :,13,17,131%,FALSE,,,kvDrugTypeFile,Type Bestand:,
Victoria,kruidvat__products_information_page__titles__kvDrugFileLocation,Locatie Bestand:,Localisation du Fichier :,16,25,156%,FALSE,,,kvDrugFileLocation,Locatie Bestand:,
Victoria,kruidvat__products_information_page__titles__kvDrugApplication,Toedieningsvorm:,Forme d'administration,16,22,138%,FALSE,,,kvDrugApplication,Toedieningsvorm:,
Victoria,kruidvat__products_information_page__titles__kvDrugGuidelines,Richtlijnen:,Directives :,12,12,100%,FALSE,,,kvDrugGuidelines,Richtlijnen:,
Victoria,kruidvat__products_information_page__titles__kvPreparationInstructions,Bereidingsinstructies:,Instructions pour la préparation :,22,34,155%,FALSE,,,kvPreparationInstructions,Bereidingsinstructies:,
Victoria,kruidvat__products_information_page__titles__kvUnspecifiedPreperationTypePreperationInstructions,Bereidingsinstructies 2:,Instructions pour la préparation 2 :,24,36,150%,FALSE,,,kvUnspecifiedPreperationTypePreperationInstructions,Bereidingsinstructies 2:,
Victoria,kruidvat__products_information_page__titles__kvConsumerUsageStorageInstruction,Gebruiks- en bewaarinstructies voor consumenten:,Conseil d'utilisation et de conservation pour les consommateurs :,48,65,135%,FALSE,,,,Gebruiks- en bewaarinstructies voor consumenten:,
Victoria,kruidvat__products_information_page__titles__kvOpenedTradeItemLifespan,Houdbaarheid na opening:,Durabilité après ouverture :,24,28,117%,FALSE,,,kvOpenedTradeItemLifespan,Houdbaarheid na opening:,
Victoria,kruidvat__products_information_page__titles__kvPackageMarksDietAllergen,Dieet-/allergiekenmerk op etiket/verpakking:,Label en matière de régimes/allergies sur l'étiquette/emballage :,44,65,148%,FALSE,,,kvPackageMarksDietAllergen,Dieet-/allergiekenmerk op etiket/verpakking:,
